,ndate,trk,meet,race,fin,com
3191623,20180315,OP,E,12,4,WIDE LEAVING TURNS
3191624,20180315,OP,E,12,5,SHUTOFF 1ST TN RAIL
3191625,20180315,OP,E,12,6,BLOCKED 1ST TURN MID
3191626,20180315,OP,E,12,7,JAMMED AT BREAK INSD
3191627,20180315,OP,E,12,8,NO MUZZLE
3191628,20180315,OP,E,13,1,RUNNING AWAY MDTRK
3191629,20180315,OP,E,13,2,NEVER GAVE UP MDTRK
3191630,20180315,OP,E,13,3,ADVANCING LATE MDTRK
3191631,20180315,OP,E,13,4,SET THE PACE RAIL
3191632,20180315,OP,E,13,5,BLOCKED TWICE OUSD
3191633,20180315,OP,E,13,6,BUMPED 1ST TURN INSD
3191634,20180315,OP,E,13,7,"EARLY TRY, WENT WIDE"
3191635,20180315,OP,E,13,8,BLCKD & BMPD 1ST RL
3191636,20180315,OP,E,14,1,SPEED TO SPARE MDTRK
3191637,20180315,OP,E,14,2,FORCED THE PACE MID
3191638,20180315,OP,E,14,3,"CRWDD BRK, GAINED MT"
3191639,20180315,OP,E,14,4,LOSING GROUND RAIL
3191640,20180315,OP,E,14,5,"HIT AT BRK, OFFSTRDD"
3191641,20180315,OP,E,14,6,HIT AT BREAK
3191642,20180315,OP,E,14,7,PULLED UP
3191643,20180315,OP,E,15,1,LED EVERY STEP RAIL
3191644,20180315,OP,E,15,2,LATE THRUST MIDTRACK
3191645,20180315,OP,E,15,3,SOLID EFFORT INSIDE
3191646,20180315,OP,E,15,4,"BLCKD, BMPD LATE INS"
3191647,20180315,OP,E,15,5,BUMPED BACK LATE RL
3191648,20180315,OP,E,15,6,NO REAL THREAT OUTSD
3191649,20180315,OP,E,15,7,BLOCKED EARLY INSIDE
3191650,20180315,OP,E,15,8,TRIPPED UP AT BREAK
3191651,20180315,PB,A,1,1,GAINED & EXTENDED LT
3191652,20180315,PB,A,1,2,"ERLY BID, OVERTAKEN"
3191653,20180315,PB,A,1,3,SOLID SPEED THRUOUT
3191654,20180315,PB,A,1,4,"EVENLY THRUOUT, MID"
3191655,20180315,PB,A,1,5,WIDE COSTLY IN STRTC
3191656,20180315,PB,A,1,6,"TNGLD RUSH, WENT ON"
3191657,20180315,PB,A,1,7,BMPD BRK & 1ST TURN
3191658,20180315,PB,A,1,8,"BMPD 1ST, STAYED BK"
3191659,20180315,PB,A,2,1,ACCELARATED FAR TURN
3191660,20180315,PB,A,2,2,"BRIEF LEAD, CAUGHT"
3191661,20180315,PB,A,2,3,"ERLY LOSS, LT MOVES"
3191662,20180315,PB,A,2,4,GAINED GRND BKSTRCH
3191663,20180315,PB,A,2,5,"MINOR GAIN, TNGLD LT"
3191664,20180315,PB,A,2,6,"NEVER A THREAT, INS"
3191665,20180315,PB,A,2,7,"UP WELL, TRBL LATE"
3191666,20180315,PB,A,2,8,LOST GRND FAR TURN
3191667,20180315,PB,A,3,1,TOOK ADVANTAGE LATE
3191668,20180315,PB,A,3,2,GAINED GRND LATE
3191669,20180315,PB,A,3,3,"ERLY THREAT, SETTLED"
3191670,20180315,PB,A,3,4,BRIEF FACTOR LT LOSS
3191671,20180315,PB,A,3,5,"LED, BMPD LT HMSTRC"
3191672,20180315,PB,A,3,6,"MINOR MOVES, SLID BK"
3191673,20180315,PB,A,3,7,"CAUTIOUS 1ST, INSIDE"
3191674,20180315,PB,A,3,8,KEPT ON LOOSING GRND
3191675,20180315,PB,A,4,1,"SEALED THE DEAL, MID"
3191676,20180315,PB,A,4,2,"SOLID THREAT, INSIDE"
3191677,20180315,PB,A,4,3,EVEN SPEED HOME
3191678,20180315,PB,A,4,4,"GOOD TRY, FOLLOWED"
3191679,20180315,PB,A,4,5,BENEFITED IN TURN
3191680,20180315,PB,A,4,6,"HARD ATTEMPT, MID"
3191681,20180315,PB,A,4,7,"MISHAP IN TURN, INS"
3191682,20180315,PB,A,4,8,"TRBL TURN, STAYED BK"
3191683,20180315,PB,A,5,1,BOX TO WIRE. INSIDE
3191684,20180315,PB,A,5,2,MADE LATE MOVES
3191685,20180315,PB,A,5,3,GOOD GAINED LATE
3191686,20180315,PB,A,5,4,"ERLY THREAT, FADED"
3191687,20180315,PB,A,5,5,"ERLY TRY, LATE LOSS"
3191688,20180315,PB,A,5,6,"TNGLD 1ST, LT GAIN"
3191689,20180315,PB,A,5,7,MINOR MISHAP NO GAIN
3191690,20180315,PB,A,5,8,STAYED BACK THRUOUT
3191691,20180315,PB,A,6,1,HELD ONTO LEAD
3191692,20180315,PB,A,6,2,"CONSTANT THREAT, INS"
3191693,20180315,PB,A,6,3,SOLID FACTOR THRUOUT
3191694,20180315,PB,A,6,4,AVOIDED TRBL WENT ON
3191695,20180315,PB,A,6,5,"TNGLD RUSH, LT LOSS"
3191696,20180315,PB,A,6,6,EVEN EFFORT THRUOUT
3191697,20180315,PB,A,6,7,"TNGLD RUSH, TRBL 1ST"
3191698,20180315,PB,A,6,8,TRAILED
3191699,20180315,PB,A,7,1,HIT THE GAS LATE
3191700,20180315,PB,A,7,2,"MADE IT ON TIME, MID"
3191701,20180315,PB,A,7,3,"LED TILL WIRE, INS"
3191702,20180315,PB,A,7,4,"ERLY FACTOR, CAUGHT"
3191703,20180315,PB,A,7,5,GAINED GRND LATE
3191704,20180315,PB,A,7,6,SOLID EFFORT THRUOUT
3191705,20180315,PB,A,7,7,"TRBL 1ST, SLID LATE"
3191706,20180315,PB,A,7,8,"BMPD 1ST, STAYED BCK"
3191707,20180315,PB,A,8,1,"THREW MUZZ, WON"
3191708,20180315,PB,A,8,2,"HARD TRY, INSIDE"
3191709,20180315,PB,A,8,3,WIDE COSTLY HMSTRTC
3191710,20180315,PB,A,8,4,"GAINED IN TURN, MID"
3191711,20180315,PB,A,8,5,MINOR MISHAP IN TURN
3191712,20180315,PB,A,8,6,"TRBL IN TURN, INSIDE"
3191713,20180315,PB,A,8,7,"GAVE UP EARLY, WIDE"
3191714,20180315,PB,A,8,8,"NEVER A FACTOR, INS"
3191715,20180315,PB,A,9,1,"HELD ADVANTAGE, INS"
3191716,20180315,PB,A,9,2,"ALWAYS A THREAT, MID"
3191717,20180315,PB,A,9,3,GAINED GRND FAR TURN
3191718,20180315,PB,A,9,4,"LOST GRND LATE, MID"
3191719,20180315,PB,A,9,5,"BLKD RUSH, LT GAIN"
3191720,20180315,PB,A,9,6,MADE MINOR MOVES LT
3191721,20180315,PB,A,9,7,"MUCH TRBL RUSH, MID"
3191722,20180315,PB,A,9,8,"ERLY TRBL, STAYED BK"
3191723,20180315,PB,A,10,1,WOULD NOT BE DENIED
3191724,20180315,PB,A,10,2,"BRIEF LEAD, BLKD ESC"
3191725,20180315,PB,A,10,3,"BLKD RUSH, GAINED"
3191726,20180315,PB,A,10,4,GAINED GRND FRNTSTRC
3191727,20180315,PB,A,10,5,TRBL TURN KEPT GOING
3191728,20180315,PB,A,10,6,"EVENLY THRUOUT, MID"
3191729,20180315,PB,A,10,7,"NEVER A FACTOR, INS"
3191730,20180315,PB,A,10,8,"STAYED BCK, INSIDE"
3191731,20180315,PB,A,11,1,COMFORTABLE LEAD INS
3191732,20180315,PB,A,11,2,"ERLY TRBL, REGAINED"
3191733,20180315,PB,A,11,3,LATE PUSH HMSTRTCH
3191734,20180315,PB,A,11,4,"TNGLD 1ST, FADED"
3191735,20180315,PB,A,11,5,"GOOD TRY, WENT ON"
3191736,20180315,PB,A,11,6,"MISHAP 1ST TURN, INS"
3191737,20180315,PB,A,11,7,"TRBL 1ST, FOLLOWED"
3191738,20180315,PB,A,11,8,"BMPD WIDE, STAYED"
3191739,20180315,PB,A,12,1,TOOK OVER LEAD FAR
3191740,20180315,PB,A,12,2,"ERLY LEAD, OVERTAKEN"
3191741,20180315,PB,A,12,3,"TRBL 1ST, REGAINED"
3191742,20180315,PB,A,12,4,LATE TRBL FAR TURN
3191743,20180315,PB,A,12,5,"TRBL 1ST, GAINED LT"
3191744,20180315,PB,A,12,6,"TRBL 1ST, WENT ON"
3191745,20180315,PB,A,12,7,"MUCH TRBL LATE, FELL"
3191746,20180315,PB,A,12,8,"MUCH TRBL 1ST, FELL"
3191747,20180315,PB,A,13,1,"NEVER GAVE UP, INS"
3191748,20180315,PB,A,13,2,HARD TRY THRUOUT
3191749,20180315,PB,A,13,3,REGAINED ON TIME
3191750,20180315,PB,A,13,4,KEPT GAINING GRND
3191751,20180315,PB,A,13,5,BRIEF FACTOR SLID BK
3191752,20180315,PB,A,13,6,"NEVER A THREAT, INS"
3191753,20180315,PB,A,13,7,"EVEN EFFORT, INSIDE"
3191754,20180315,PB,A,13,8,"NO MUZZ, TNGLD 1ST"
3191755,20180315,PB,A,14,1,"CROWDED LATE, WON"
3191756,20180315,PB,A,14,2,"CROWDING LATE, INS"
3191757,20180315,PB,A,14,3,"ALWAYS A FACTOR, INS"
3191758,20180315,PB,A,14,4,"TNGLD 1ST, LT GAIN"
3191759,20180315,PB,A,14,5,LOST GRNDG HMSTRTCH
3191760,20180315,PB,A,14,6,"TRBL 1ST, HELD GRND"
3191761,20180315,PB,A,14,7,"BLKD RUSH, STAYED"
3191762,20180315,PB,A,14,8,"MINOR BLKD, WENT ON"
3191763,20180315,PB,A,15,1,LATE PUSH AT WIRE
3191764,20180315,PB,A,15,2,LED THE WAY TILL LT
3191765,20180315,PB,A,15,3,MAJOR LATE MOVES
3191766,20180315,PB,A,15,4,GAINED GRND BKSTRCH
3191767,20180315,PB,A,15,5,ERLY FACTOR FADED LT
3191768,20180315,PB,A,15,6,"ERLY TRY, CAUGHT FAR"
3191769,20180315,PB,A,15,7,"BLKD 1ST, GAINED LT"
3191770,20180315,PB,A,15,8,"TNGLD FAR TURN, MID"
3191771,20180315,SA,A,1,1,"ALMOST CAUGHT,MID"
3191772,20180315,SA,A,1,2,"A NOSE TOO SHORT,PL"
3191773,20180315,SA,A,1,3,CAME AGAIN IN STR
3191774,20180315,SA,A,1,4,OUTRUN IN STRETCH
3191775,20180315,SA,A,1,5,EVEN PACE THRUOUT
3191776,20180315,SA,A,1,6,"NEVER VARIED,MID"
3191777,20180315,SA,A,1,7,SOME LATE GAIN
3191778,20180315,SA,A,1,8,"OUTRUSHED,NO GAIN"
3191779,20180315,SA,A,2,1,"COAST TO COAST,MID"
3191780,20180315,SA,A,2,2,CLOSING FAST TO PL
3191781,20180315,SA,A,2,3,BLEW BY LATE TO SHOW
3191782,20180315,SA,A,2,4,"OUTFINISHED LATE,MID"
3191783,20180315,SA,A,2,5,"OUTRUN IN STR,MID"
3191784,20180315,SA,A,2,6,"THREAT TO STR,INS"
3191785,20180315,SA,A,2,7,SOME LATE GAIN
3191786,20180315,SA,A,2,8,DRIFTED BACK THRU
3191787,20180315,SA,A,3,1,DREW AWAY EARLY
3191788,20180315,SA,A,3,2,BARELY HELD PLACE
3191789,20180315,SA,A,3,3,CLOSED GAP TO SHOW
3191790,20180315,SA,A,3,4,OUTFINISHED FOR SHOW
3191791,20180315,SA,A,3,5,HELD FIRM THRUOUT
3191792,20180315,SA,A,3,6,SOME LATE GAIN
3191793,20180315,SA,A,3,7,SLOW FADE THRU
3191794,20180315,SA,A,3,8,ALWAYS BACK OF PACK
3191795,20180315,SA,A,4,1,BEST IN THE STRETCH
3191796,20180315,SA,A,4,2,"CAUGHT DEEP STR,PL"
3191797,20180315,SA,A,4,3,HELD ON TO SHOW
3191798,20180315,SA,A,4,4,"NEVER FAR OFF,MID"
3191799,20180315,SA,A,4,5,"OUTRUSHED,LATE GAIN"
3191800,20180315,SA,A,4,6,ACCELERATED IN STR
3191801,20180315,SA,A,4,7,"FAST EARLY,FADED"
3191802,20180315,SA,A,4,8,"EARLY TRY,WKND"
3191803,20180315,SA,A,5,1,IN COMMAND EARLY
3191804,20180315,SA,A,5,2,CLOSED GAP TO PL
3191805,20180315,SA,A,5,3,"FROM FAR BACK,SHOW"
3191806,20180315,SA,A,5,4,CAME BACK IN STR
3191807,20180315,SA,A,5,5,RACED HARD THRUOUT
3191808,20180315,SA,A,5,6,"VARIED LITTLE,MID"
3191809,20180315,SA,A,5,7,"OUTRUSHED,EVENLY"
3191810,20180315,SA,A,5,8,"HIT,FELL IN STRETCH"
3191811,20180315,SA,A,6,1,"ALMOST CAUGHT,MID"
3191812,20180315,SA,A,6,2,"A NOSE TOO SHORT,PL"
3191813,20180315,SA,A,6,3,CLOSED GAP TO SHOW
3191814,20180315,SA,A,6,4,OVERTAKEN DEEP STR
3191815,20180315,SA,A,6,5,"FROM LAST OFF,MID"
3191816,20180315,SA,A,6,6,RACED HARD THRU
3191817,20180315,SA,A,6,7,"TRIPPED,FELL FAR TRN"
3191818,20180315,SA,A,6,8,"TRIPPED,FELL FAR TRN"
3191819,20180315,SA,A,7,1,WITHSTOOD PRESSURE
3191820,20180315,SA,A,7,2,"REELING IN LEADER,PL"
3191821,20180315,SA,A,7,3,HELD FIRM SHOW
3191822,20180315,SA,A,7,4,CLOSED GAP IN STR
3191823,20180315,SA,A,7,5,"OVERTAKEN LATE,MID"
3191824,20180315,SA,A,7,6,"EARLY EFFORT,WKND"
3191825,20180315,SA,A,7,7,"NEVER VARIED,MID"
3191826,20180315,SA,A,7,8,"HIT,FELL EARLY"
3191827,20180315,SA,A,8,1,"COAST TO COAST,MID"
3191828,20180315,SA,A,8,2,CHASED WINNER THRU
3191829,20180315,SA,A,8,3,CLOSED MUCH TO SHOW
3191830,20180315,SA,A,8,4,DESPITE EARLY TRBLE
3191831,20180315,SA,A,8,5,"WD,CLLDD 1ST TURN"
3191832,20180315,SA,A,8,6,HIT HARD 1ST TURN
3191833,20180315,SA,A,8,7,DROPPED BACK EARLY
3191834,20180315,SA,A,8,8,"EARLY THREAT,WKND"
3191835,20180315,SA,A,9,1,"WON STR DUEL,MID"
3191836,20180315,SA,A,9,2,"OUTNOSED,PLACED"
3191837,20180315,SA,A,9,3,CLOSING FAST TO SHOW
3191838,20180315,SA,A,9,4,TURNED IT ON IN STR
3191839,20180315,SA,A,9,5,"FAST EARLY,FADED"
3191840,20180315,SA,A,9,6,LACKED STR SPEED
3191841,20180315,SA,A,9,7,"EARLY TRY,WKND"
3191842,20180315,SA,A,9,8,"TIRING LATE,MID"
3191843,20180315,SA,A,10,1,RUSHED UP & AWAY
3191844,20180315,SA,A,10,2,POWERED HOME TO PL
3191845,20180315,SA,A,10,3,HELD FIRM SHOW
3191846,20180315,SA,A,10,4,"CLOSED GAP LATE,MID"
3191847,20180315,SA,A,10,5,"OUTRUN IN STR,MID"
3191848,20180315,SA,A,10,6,"EARLY THREAT,WKND"
3191849,20180315,SA,A,10,7,EVEN PACE THRUOUT
3191850,20180315,SA,A,10,8,"OUTRUSHED,NO GAIN"
3191851,20180315,SA,A,11,1,SHOT UP IN STRETCH
3191852,20180315,SA,A,11,2,CLOSED GAP TO PLACE
3191853,20180315,SA,A,11,3,"OUTNOSED,SHOWED"
3191854,20180315,SA,A,11,4,CAME ON STRONG LATE
3191855,20180315,SA,A,11,5,"LED TILL STR,MID"
3191856,20180315,SA,A,11,6,"VARIED LITTLE,MID"
3191857,20180315,SA,A,11,7,"FAST EARLY,FADED"
3191858,20180315,SA,A,11,8,DROPPED BACK EARLY
3191859,20180315,SA,A,12,1,BLEW BY IN STRETCH
3191860,20180315,SA,A,12,2,"SET PACE,HELD PL"
3191861,20180315,SA,A,12,3,CLOSING FAST TO SHOW
3191862,20180315,SA,A,12,4,CAME ON STRONG LATE
3191863,20180315,SA,A,12,5,"OUTRUN IN STRETCH,MI"
3191864,20180315,SA,A,12,6,MOVING UP IN STR
3191865,20180315,SA,A,12,7,"EARLY THREAT,WKND"
3191866,20180315,SA,A,12,8,"FAST EARLY,FADED"
3191867,20180315,SL,T,1,1,UNDER PRESSURE INS
3191868,20180315,SL,T,1,2,ALMOST UP INS
3191869,20180315,SL,T,1,3,HARD TRY MT
3191870,20180315,SL,T,1,4,GOOD EFFORT MT
3191871,20180315,SL,T,1,5,STEADY GAIN INS
3191872,20180315,SL,T,1,6,NEVER PROMINENT INS
3191873,20180315,SL,T,1,7,EARLY SPEED INS
3191874,20180315,SL,T,2,1,BOX TO WIRE MT
3191875,20180315,SL,T,2,2,FOLLOWED PACE INS
3191876,20180315,SL,T,2,3,HARD TRY INS
3191877,20180315,SL,T,2,4,GOOD EFFORT INS
3191878,20180315,SL,T,2,5,EVENLY MT
3191879,20180315,SL,T,2,6,NEVER CLOSE INS
3191880,20180315,SL,T,2,7,NEVER IN IT INS
3191881,20180315,SL,T,2,8,NO THREAT INS
3191882,20180315,SL,T,3,1,BOX TO WIRE INS
3191883,20180315,SL,T,3,2,BEST OF THE REST INS
3191884,20180315,SL,T,3,3,FOLLOWED PACE INS
3191885,20180315,SL,T,3,4,HARD TRY MT
3191886,20180315,SL,T,3,5,BMPD 1ST TURN INS
3191887,20180315,SL,T,3,6,NO MISHAPS INS
3191888,20180315,SL,T,3,7,BMPD 1ST TURN MT
3191889,20180315,SL,T,3,8,PULLED UP
3191890,20180315,SL,T,4,1,BOX TO WIRE INS
3191891,20180315,SL,T,4,2,HARD TRY INS
3191892,20180315,SL,T,4,3,GOOD EFFORT INS
3191893,20180315,SL,T,4,4,GAME EFFORT INS
3191894,20180315,SL,T,5,1,UP AT WIRE INS
3191895,20180315,SL,T,5,2,CAUGHT AT WIRE MT
3191896,20180315,SL,T,5,3,FOLLOWED PACE INS
3191897,20180315,SL,T,5,4,GOOD EFFORT INS
3191898,20180315,SL,T,5,5,EVENLY MT
3191899,20180315,SL,T,5,6,NEVER VARIED MT
3191900,20180315,SL,T,5,7,NO CONTENDER MT
3191901,20180315,SL,T,5,8,NO THREAT INS
3191902,20180315,SL,T,6,1,ALL THE WAY INS
3191903,20180315,SL,T,6,2,FOLLOWED PACE INS
3191904,20180315,SL,T,6,3,HARD TRY INS
3191905,20180315,SL,T,6,4,GOOD EFFORT MT
3191906,20180315,SL,T,7,1,GAMELY INS
3191907,20180315,SL,T,7,2,ALMOST UP INS
3191908,20180315,SL,T,7,3,FOLLOWED PACE INS
3191909,20180315,SL,T,7,4,HARD TRY INS
3191910,20180315,SL,T,7,5,GOOD EFFORT INS
3191911,20180315,SL,T,7,6,EVENLY INS
3191912,20180315,SL,T,7,7,BMPD 1ST TURN MT
3191913,20180315,SL,T,7,8,FELL 1ST TURN INS
3191914,20180315,SL,T,8,1,FAST FINISH INS
3191915,20180315,SL,T,8,2,EARLY LEADER MT
3191916,20180315,SL,T,8,3,HARD TRY INS
3191917,20180315,SL,T,8,4,GOOD EFFORT INS
3191918,20180315,SL,T,9,1,WON RACE DUEL INS
3191919,20180315,SL,T,9,2,LOST RACE DUEL INS
3191920,20180315,SL,T,9,3,HARD TRY INS
3191921,20180315,SL,T,9,4,"OFF FAST, FADED INS"
3191922,20180315,SL,T,9,5,EVENLY INS
3191923,20180315,SL,T,9,6,NO CONTENDER INS
3191924,20180315,SL,T,9,7,NEVER CLOSE INS
3191925,20180315,SL,T,9,8,NO THREAT INS
3191926,20180315,SL,T,10,1,BOX TO WIRE INS
3191927,20180315,SL,T,10,2,BEST OF THE REST INS
3191928,20180315,SL,T,10,3,FOLLOWED PACE INS
3191929,20180315,SL,T,10,4,GOOD EFFORT MT
3191930,20180315,SL,T,11,1,EASILY INS
3191931,20180315,SL,T,11,2,BEST OF THE REST INS
3191932,20180315,SL,T,11,3,HARD TRY INS
3191933,20180315,SL,T,11,4,GOOD EFFORT INS
3191934,20180315,SL,T,11,5,EVENLY MT
3191935,20180315,SL,T,11,6,NO CONTENDER MT
3191936,20180315,SL,T,11,7,NEVER IN IT INS
3191937,20180315,SL,T,11,8,NO THREAT INS
3191938,20180315,SL,T,12,1,BOX TO WIRE INS
3191939,20180315,SL,T,12,2,LATE GAIN INS
3191940,20180315,SL,T,12,3,GAVE CHASE INS
3191941,20180315,SL,T,12,4,GAME EFFORT MT
3191942,20180315,SL,T,12,5,BLCKD & BMPD 1ST TRN
3191943,20180315,SL,T,12,6,WEAKENED STRTCH INS
3191944,20180315,SL,T,12,7,BMPD BRK & 1ST TRN
3191945,20180315,SL,T,12,8,HIT RAIL 1ST TURN
3191946,20180315,SL,T,12,9,ALMOST FELL EARLY
3191947,20180315,SL,T,13,1,UP AT WIRE INS
3191948,20180315,SL,T,13,2,CAUGHT A WIRE INS
3191949,20180315,SL,T,13,3,CLOSING FAST INS
3191950,20180315,SL,T,13,4,CLOSED MUCH INS
3191951,20180315,SL,T,13,5,EARLY SPEED INS
3191952,20180315,SL,T,13,6,EVENLY INS
3191953,20180315,SL,T,13,7,NO MISHAPS INS
3191954,20180315,SL,T,13,8,WEAKENED STRTCH MT
3191955,20180315,SL,T,14,1,EASILY INS
3191956,20180315,SL,T,14,2,HIT RAIL 1ST TRN
3191957,20180315,SL,T,14,3,BMPD 1ST TURN INS
3191958,20180315,SL,T,14,4,STEADY GAIN INS
3191959,20180315,SL,T,14,5,BMPD 1ST TURN MT
3191960,20180315,SL,T,14,6,BMPD 1ST TURN INS
3191961,20180315,SL,T,14,7,BMPD 1ST TURN MT
3191962,20180315,SL,T,14,8,BMPD 1ST TURN MT
3191963,20180315,SL,T,14,9,BMPD 1ST TURN INS
3191964,20180315,SL,T,15,1,EASILY INS
3191965,20180315,SL,T,15,2,STEADY GAIN MT
3191966,20180315,SL,T,15,3,EARLY LEADER INS
3191967,20180315,SL,T,15,4,CAME ON LATE INS
3191968,20180315,SL,T,15,5,BMPD 1ST TURN INS
3191969,20180315,SL,T,15,6,BMPD 1ST TURN MT
3191970,20180315,SL,T,15,7,BMPD 1ST TURN MT
3191971,20180315,SL,T,15,8,BMPD 1ST TURN INS
3191972,20180315,SL,T,16,1,ALL THE WAY RL
3191973,20180315,SL,T,16,2,STEADY GAIN INS
3191974,20180315,SL,T,16,3,HARD TRY RL
3191975,20180315,SL,T,16,4,BMPD 1ST TURN INS
3191976,20180315,SL,T,16,5,BMPD 1ST TURN INS
3191977,20180315,SL,T,16,6,BMPD 1ST TURN INS
3191978,20180315,SL,T,16,7,EVENLY INS
3191979,20180315,SL,T,16,8,NEVER A FACTOR INS
3191980,20180315,SL,T,17,1,CAME AGAIN INS
3191981,20180315,SL,T,17,2,OUTFINISHEDINS
3191982,20180315,SL,T,17,3,FOLLOWED PACE MT
3191983,20180315,SL,T,17,4,BMPD 1ST TURN MT
3191984,20180315,SL,T,17,5,EVENLY MT
3191985,20180315,SL,T,17,6,BMPD 1ST TURN MT
3191986,20180315,SL,T,17,7,BMPD 1ST TURN INS
3191987,20180315,SL,T,17,8,NO THREAT MT
3191988,20180315,SL,T,18,1,HANDILY MT
3191989,20180315,SL,T,18,2,FOLLOWED PACE INS
3191990,20180315,SL,T,18,3,HARD TRY INS
3191991,20180315,SL,T,18,4,BMPD 1ST TURN INS
3191992,20180315,SL,T,18,5,BMPD 1ST TURN INS
3191993,20180315,SL,T,18,6,BMPD 1ST TURN MT
3191994,20180315,SL,T,18,7,BMPD 1ST TURN MT
3191995,20180315,SL,T,18,8,FELL 1ST TURN INS
3191996,20180315,SL,T,19,1,UP IN TIME INS
3191997,20180315,SL,T,19,2,EARLY LEADER INS
3191998,20180315,SL,T,19,3,FOLLOWED PACE INS
3191999,20180315,SL,T,19,4,GOOD EFFORT MT
3192000,20180315,SL,T,19,5,NO CONTENDER INS
3192001,20180315,SL,T,19,6,BMPD 1ST TURN INS
3192002,20180315,SL,T,19,7,NEVER IN IT MT
3192003,20180315,SL,T,19,8,BMPD 1ST TURN INS
3192004,20180315,SL,T,20,1,PRESSURED LATE INS
3192005,20180315,SL,T,20,2,BMPD 1ST TURN INS
3192006,20180315,SL,T,20,3,FOLLOWED PACE MT
3192007,20180315,SL,T,20,4,LATE GAIN MT
3192008,20180315,SL,T,20,5,STEADY FADE INS
3192009,20180315,SL,T,20,6,EVENLY MT
3192010,20180315,SL,T,20,7,BMPD 1ST TURN INS
3192011,20180315,SL,T,20,8,NO THREAT INS
3192012,20180315,SN,A,1,1,BLEW PAST LEADER RL
3192013,20180315,SN,A,1,2,GAVE UP LATE LEAD
3192014,20180315,SN,A,1,3,LATE SURGE ON RAIL
3192015,20180315,SN,A,1,4,STAYED THE SAME
3192016,20180315,SN,A,1,5,JAMMED 1ST TURN
3192017,20180315,SN,A,1,6,LATE TROUBLE ON RL
3192018,20180315,SN,A,1,7,OUTRUN TO 1ST TURN
3192019,20180315,SN,A,1,8,LACKED RACING ROOM
3192020,20180315,SN,A,2,1,BEST STRIDE LATE MT
3192021,20180315,SN,A,2,2,"RUSHED, GAME BID"
3192022,20180315,SN,A,2,3,GAINING EVERY STEP
3192023,20180315,SN,A,2,4,SET PACE TIL STRETCH
3192024,20180315,SN,A,2,5,"JAMMED, EVENLY"
3192025,20180315,SN,A,2,6,"BUMPED, WENT WD"
3192026,20180315,SN,A,2,7,CLOSE QUARTERS 1ST
3192027,20180315,SN,A,2,8,ROUGH TRIP
3192028,20180315,SN,A,3,1,TOOK CHARGE EARLY RL
3192029,20180315,SN,A,3,2,STRONG PRESENCE RL
3192030,20180315,SN,A,3,3,RACED EVENLY MDTRK
3192031,20180315,SN,A,3,4,FINISHED STRONG MT
3192032,20180315,SN,A,3,5,"JAMMED, LATE TRBL"
3192033,20180315,SN,A,3,6,"SQUEEZED, NO ROOM"
3192034,20180315,SN,A,3,7,TANGLED UP LATE
3192035,20180315,SN,A,3,8,KNOCKED DOWN LATE
3192036,20180315,SN,A,4,1,OWNED THE STRETCH MT
3192037,20180315,SN,A,4,2,"LATE LEAD, OUTDUELED"
3192038,20180315,SN,A,4,3,FORCED EARLY PACE MT
3192039,20180315,SN,A,4,4,MAKING LATE STRIDES
3192040,20180315,SN,A,4,5,CROWDED AT BREAK
3192041,20180315,SN,A,4,6,GRADUAL DECLINE
3192042,20180315,SN,A,4,7,HEAVY TRAFFIC 1ST
3192043,20180315,SN,A,4,8,LOTS OF LATE TRBL
3192044,20180315,SN,A,5,1,INCHED UP AT WIRE RL
3192045,20180315,SN,A,5,2,NOSED OUT AT WIRE
3192046,20180315,SN,A,5,3,ALWAYS A PRESENCE MT
3192047,20180315,SN,A,5,4,NEVER FAR BACK MT
3192048,20180315,SN,A,5,5,BUMPED AT BREAK
3192049,20180315,SN,A,5,6,JOSTLED 1ST TURN
3192050,20180315,SN,A,5,7,DROPPED BACK QUICKLY
3192051,20180315,SN,A,5,8,SQUEEZED 1ST TURN
3192052,20180315,SN,A,6,1,STRETCHING IT OUT RL
3192053,20180315,SN,A,6,2,CHARGED HOME MDTRK
3192054,20180315,SN,A,6,3,DECENT ATTEMPT MT
3192055,20180315,SN,A,6,4,DRIVING FROM LAST
3192056,20180315,SN,A,6,5,FORCED BACK EARLY
3192057,20180315,SN,A,6,6,"JAMMED, WENT WD"
3192058,20180315,SN,A,6,7,SHUFFLED EARLY
3192059,20180315,SN,A,6,8,TO THE REAR QUICKLY
3192060,20180315,SN,A,7,1,COASTED HOME RAIL
3192061,20180315,SN,A,7,2,APPLIED PRESSURE RL
3192062,20180315,SN,A,7,3,ALWAYS IN THE MIX
3192063,20180315,SN,A,7,4,BATTLED BACK LATE
3192064,20180315,SN,A,7,5,SOUGHT THE RL EARLY
3192065,20180315,SN,A,7,6,PINCHED BACK EARLY
3192066,20180315,SN,A,7,7,CROWDED 1ST TURN
3192067,20180315,SN,A,7,8,FROM FIRST TO LAST
3192068,20180315,SN,A,8,1,WON AT WIRE MDTRK
3192069,20180315,SN,A,8,2,DENIED WIN AT WIRE
3192070,20180315,SN,A,8,3,RACED EVENLY MDTRK
3192071,20180315,SN,A,8,4,"JAMMED, NO ROOM"
3192072,20180315,SN,A,8,5,HEAVY TRAFFIC 1ST
3192073,20180315,SN,A,8,6,KNOCKED AROUND 1ST
3192074,20180315,SN,A,8,7,LOTS OF LATE TROUBLE
